-5, -7.42, -5, -7.45504
-5, -7.87, -5, -7.91044
-5, -8.75, -5, -8.7935
-5, -8.1, -5, -8.1422
-5, -4.1, -5, -4.0973
-5, -5.85, -5, -5.85765
-5, -6.14, -5, -6.15194
-5, -5.6, -5, -5.6054
-5, -9.15, -5, -9.1943
-5, -1.22, -5, -1.2229
-5, -6.05, -5, -6.06005
-5, -1.67, -5, -1.67065
-5, -4.96, -5, -4.95988
-5, -4.02, -5, -4.01706
-5, -5.94, -5, -5.94846
-5, -1.34, -5, -1.3423
-5, -4.85, -5, -4.84955
-5, -7.03, -5, -7.06036
-5, -7.35, -5, -7.3842
-5, -2.27, -5, -2.26765
-5, -1.94, -5, -1.9393
-5, -7.87, -5, -7.91044
-5, -7.01, -5, -7.04012
-5, -1.13, -5, -1.13335
-5, -5.71, -5, -5.71639
-5, -7.07, -5, -7.10084
-5, -7.79, -5, -7.82948
-5, -6.23, -5, -6.24383
-5, -4.32, -5, -4.31796
-5, -8.83, -5, -8.87366
-5, -9.5, -5, -9.545
-5, -6.5, -5, -6.5195
-5, -3.17, -5, -3.16451
-5, -3.29, -5, -3.28487
-5, -6.5, -5, -6.5195
-5, -8.98, -5, -9.02396
-5, -4.18, -5, -4.17754
-5, -6.27, -5, -6.28467
-5, -5.52, -5, -5.52468
-5, -0.51, -5, -0.51645
-5, -9.03, -5, -9.07406
-5, -4.14, -5, -4.13742
-5, -8.1, -5, -8.1422
-5, -4.95, -5, -4.94985
-5, -9.24, -5, -9.28448
-5, -1.55, -5, -1.55125
-5, -0.94, -5, -0.9443
-5, -4.9, -5, -4.8997
-5, -6.15, -5, -6.16215
-5, -2.48, -5, -2.4766
-5, -2.02, -5, -2.0189
-5, -6.19, -5, -6.20299
-5, -0.5, -5, -0.5065
-5, -5.21, -5, -5.21189
-5, -6.5, -5, -6.5195
-5, -0.55, -5, -0.55625
-5, -5.5, -5, -5.5045
-5, -7.98, -5, -8.02176
-5, -7.15, -5, -7.1818
-5, -0.85, -5, -0.85475
-5, -1.71, -5, -1.71045
-5, -2.97, -5, -2.96415
-5, -2.39, -5, -2.38705
-5, -7.46, -5, -7.49552
-5, -7.05, -5, -7.0806
-5, -4.01, -5, -4.00703
-5, -2.94, -5, -2.9343
-5, -9.08, -5, -9.12416
-5, -6.65, -5, -6.67265
-5, -7.63, -5, -7.66756
-5, -6.75, -5, -6.77475
-5, -6.85, -5, -6.87685
-5, -8.42, -5, -8.46284
-5, -4.16, -5, -4.15748
-5, -6.99, -5, -7.01979
-5, -6.48, -5, -6.49908
-5, -3.68, -5, -3.67604
-5, -3.87, -5, -3.86661
-5, -7.9, -5, -7.9408
-5, -5.39, -5, -5.39351
-5, -9.45, -5, -9.4949
-5, -5.66, -5, -5.66594
-5, -5.94, -5, -5.94846
-5, -5.17, -5, -5.17153
-5, -6.73, -5, -6.75433
-5, -2.29, -5, -2.28755
-5, -7.07, -5, -7.10084
-5, -4.78, -5, -4.77934
-5, -6.62, -5, -6.64202
-5, -1.66, -5, -1.6607
-5, -5.43, -5, -5.43387
-5, -4.58, -5, -4.57874
-5, -3.34, -5, -3.33502
-5, -7.71, -5, -7.74852
-5, -0.77, -5, -0.77515
-5, -2.64, -5, -2.6358
-5, -8.46, -5, -8.50292
-5, -5.92, -5, -5.92828
-5, -3.33, -5, -3.32499
-5, -4.88, -5, -4.87964
-5, -6.39, -5, -6.40719
-5, -3.68, -5, -3.67604
-5, -5.18, -5, -5.18162
-5, -7.27, -5, -7.30324
-5, -2.48, -5, -2.4766
-5, -8.7, -5, -8.7434
-5, -5.64, -5, -5.64576
-5, -2.21, -5, -2.20795
-5, -3.43, -5, -3.42529
-5, -5.48, -5, -5.48432
-5, -5.76, -5, -5.76684
-5, -1.27, -5, -1.27265
-5, -6.77, -5, -6.79517
-5, -4.15, -5, -4.14745
-5, -1.84, -5, -1.8398
-5, -4.94, -5, -4.93982
-5, -3.23, -5, -3.22469
-5, -6.06, -5, -6.07026
-5, -5.59, -5, -5.59531
-5, -9.14, -5, -9.18428
-5, -9.3, -5, -9.3446
-5, -3.76, -5, -3.75628
-5, -0.57, -5, -0.57615
-5, -4.78, -5, -4.77934
-5, -7.75, -5, -7.789
-5, -8.61, -5, -8.65322
-5, -3.69, -5, -3.68607
-5, -6.79, -5, -6.81559
-5, -8.7, -5, -8.7434
-5, -1.41, -5, -1.41195
-5, -8.26, -5, -8.30252
-5, -9.13, -5, -9.17426
-5, -7.62, -5, -7.65744
-5, -6.96, -5, -6.98916
-5, -3.92, -5, -3.91676
-5, -3.33, -5, -3.32499
-5, -8.08, -5, -8.12216
-5, -5.05, -5, -5.05045
-5, -7.2, -5, -7.2324
-5, -6.44, -5, -6.45824
-5, -8.79, -5, -8.83358
-5, -7.81, -5, -7.84972
-5, -1.33, -5, -1.33235
-5, -1.89, -5, -1.88955
-5, -7.27, -5, -7.30324
-5, -6.76, -5, -6.78496
-5, -7.47, -5, -7.50564
-5, -5.58, -5, -5.58522
-5, -5.49, -5, -5.49441
-5, -0.82, -5, -0.8249
-5, -0.53, -5, -0.53635
-5, -9.37, -5, -9.41474
-5, -2.31, -5, -2.30745
-5, -4.42, -5, -4.41826
-5, -4.19, -5, -4.18757
-5, -1.52, -5, -1.5214
-5, -8.1, -5, -8.1422
-5, -2.65, -5, -2.64575
-5, -9.07, -5, -9.11414
-5, -3.37, -5, -3.36511
-5, -7.52, -5, -7.55624
-5, -5.5, -5, -5.5045
-5, -1.6, -5, -1.601
-5, -1.32, -5, -1.3224
-5, -2.77, -5, -2.76515
-5, -4.75, -5, -4.74925
-5, -2.94, -5, -2.9343
-5, -1.86, -5, -1.8597
-5, -5.79, -5, -5.79711
-5, -3.08, -5, -3.07424
-5, -2.29, -5, -2.28755
-5, -8.6, -5, -8.6432
-5, -7.98, -5, -8.02176
-5, -6.27, -5, -6.28467
