-5, -7.09
-5, -4.59
-5, -1.67
-5, -0.72
-5, -6.45
-5, -4.04
-5, -8.78
-5, -1.78
-5, -3.75
-5, -2.72
-5, -7.17
-5, -2.8
-5, -0.05
-5, -5.03
-5, -8.04
-5, -3.3
-5, -8.26
-5, -0.13
-5, -5.37
-5, -8.53
-5, -8.57
-5, -4.9
-5, -7.92
-5, -6.81
-5, -7.74
-5, -3.38
-5, -3.92
-5, -8.45
-5, -4.68
-5, -3.24
-5, -2.9
-5, -5.1
-5, -5.29
-5, -0.68
-5, -5.43
-5, -3.57
-5, -1.2
-5, -0.09
-5, -6.94
-5, -8.5
-5, -1.33
-5, -5.34
-5, -6.2
-5, -4.09
-5, -5.68
-5, -8.54
-5, -9
-5, -8.31
-5, -4.93
-5, -6.68
-5, -3.37
-5, -0.65
-5, -4.29
-5, -7.88
-5, -0.22
-5, -2.65
-5, -6.95
-5, -8.69
-5, -4.61
-5, -2.13
-5, -5.05
-5, -6.61
-5, -6.58
-5, -5.51
-5, -5.01
-5, -0.63
-5, -1.08
-5, -1.84
-5, -3.24
-5, -1.39
-5, -6.2
-5, -8.98
-5, -2.64
-5, -0.84
-5, -1.67
-5, -8.81
-5, -2.31
-5, -1.87
-5, -4.65
-5, -5.03
-5, -7.01
-5, -7.79
-5, -8.29
-5, -6.27
-5, -6.41
-5, -5.06
-5, -2.28
-5, -5.62
-5, -7.27
-5, -0.55
-5, -2.77
-5, -7.76
-5, -5.92
-5, -6.96
-5, -4.53
-5, -6.6
-5, -2.76
-5, -7.21
-5, -7.53
-5, -3.66
-5, -7.04
-5, -7.53
-5, -3.65
-5, -5.55
-5, -7.86
-5, -6.83
-5, -2.22
-5, -6.77
-5, -6.58
-5, -4.32
-5, -5.09
-5, -0.17
-5, -6.76
-5, -1.06
-5, -5.11
-5, -3.42
-5, -8.99
-5, -0.81
-5, -2.08
-5, -5.64
-5, -6.26
-5, -0.16
-5, -4.36
-5, -2.59
-5, -5.09
-5, -6.63
-5, -3.51
-5, -3.18
-5, -8.98
-5, -6.26
-5, -7.25
-5, -5.75
-5, -2.22
-5, -8.89
-5, -8.42
-5, -6.21
-5, -6
-5, -7.13
-5, -0.75
-5, -4.41
-5, -2.98
-5, -7.54
-5, -6.96
-5, -7.2
-5, -1.18
-5, -7.48
-5, -3.78
-5, -0.11
-5, -7.8
-5, -4.09
-5, -2.71
-5, -2.8
-5, -6.92
-5, -7.58
-5, -7.34
-5, -7.76
-5, -0.83
-5, -3.94
-5, -6.28
-5, -1.38
-5, -8.46
-5, -0.3
-5, -3.76
-5, -1.16
-5, -8.4
-5, -0.85
-5, -4.95
-5, -1.81
-5, -2.64
-5, -7.09
-5, -0.64
-5, -1.4
-5, -2.11
-5, -8.88
-5, -5.97
-5, -3.03
-5, -6.93
-5, -3.94
-5, -3.98
-5, -3.28
-5, -3.83
-5, -6.19
-5, -0.95
-5, -3.64
-5, -7.81
-5, -5.57
-5, -1.05
-5, -2.32
-5, -8.18
-5, -8.1
-5, -4.29
-5, -0.2
-5, -3.45
-5, -3.33
-5, -1.1
-5, -0.73
-5, -7.94
-5, -2.79
-5, -6.86
-5, -6.62
-5, -4.06
-5, -2.27
-5, -5.3
-5, -4.15
-5, -3.63
-5, 0
-5, -0.51
-5, -1.11
-5, -2.68
-5, -1.26
-5, -0.76
-5, -3.44
-5, -2.5
-5, -4.31
-5, -2.81
-5, -5.21
-5, -8.07
-5, -1.19
-5, -6.64
-5, -8.27
-5, -6.6
-5, -4.17
-5, -8.08
-5, -5.9
-5, -6.35
-5, -8.08
-5, -1.51
-5, -4.74
-5, -4.72
-5, -7.05
-5, -6.9
-5, -2.28
-5, -2.06
-5, -4.83
-5, -7.82
-5, -3.3
-5, -0.76
-5, -1.11
-5, -1.05
-5, -2.02
-5, -5.04
-5, -6.58
-5, -8.66
-5, -7.18
-5, -2.12
-5, -8.75
-5, -3.36
-5, -8.85
-5, -4.93
-5, -1.51
-5, -2.34
-5, -6.06
-5, -0.83
-5, -5.42
-5, -8.74
-5, -4.03
-5, -4.62
-5, -7.62
-5, -8.31
-5, -4
-5, -4.33
-5, -2.99
-5, -4.63
-5, -7.31
-5, -6.79
-5, -3.32
-5, -0.87
-5, -2.13
-5, -2.46
-5, -8.41
-5, -7.24
-5, -4.24
-5, -4.42
-5, -0.77
-5, -2.88
-5, -4.96
-5, -3.04
-5, -8.98
-5, -1.37
-5, -0.99
-5, -2.85
-5, -3.01
-5, -7.32
-5, -5.59
-5, -5.63
-5, -7.31
-5, -1.76
-5, -0.37
-5, -1.84
-5, -1.81
-5, -7.99
-5, -4.39
-5, -7.75
-5, -3.08
-5, -0.79
-5, -5.99
-5, -6.26
-5, -2.9
-5, -2.92
-5, -0.61
-5, -2.73
-5, -1.84
-5, -3.87
-5, -7.24
-5, -8.03
-5, -4.02
-5, -1.55
-5, -8.36
-5, -6.84
-5, -1.97
-5, -8.64
-5, -2.21
-5, -3.87
-5, -3.98
-5, -8.93
-5, -4.11
-5, -4.57
-5, -5.01
-5, -7.57
-5, -3.79
-5, -6.48
-5, -4.81
-5, -4.82
-5, -6.85
-5, -3.6
-5, -7.04
-5, -1.05
-5, -2.7
-5, -7.19
-5, -3.23
-5, -3.53
-5, -0.71
-5, -2.37
-5, -7.54
-5, -1.22
-5, -4.24
-5, -0.85
-5, -0.94
-5, -6.19
-5, -2.18
-5, -0.5
-5, -3.79
-5, -8.08
-5, -0.54
-5, -0.36
-5, -8.54
-5, -6.42
-5, -5.24
-5, -5.61
-5, -6.91
-5, -1.74
-5, -4.62
-5, -2.7
-5, -5.18
-5, -4.71
-5, -2.42
-5, -4.81
-5, -2.31
-5, -2.32
-5, -0.11
-5, -2.7
-5, -3.52
-5, -6.01
-5, -2.12
-5, -6.59
-5, -3.43
-5, -0.85
-5, -2.92
-5, -0.17
-5, -7.61
-5, -4.1
-5, -0.77
-5, -1.61
-5, -3.77
-5, -1.46
-5, -8.75
-5, -2.11
-5, -3.82
-5, -1.72
-5, -1.49
-5, -0.6
-5, -5.06
-5, -8.82
-5, -5.01
-5, -5.69
-5, -5.48
-5, -5.98
-5, -7.84
-5, -2.84
-5, -2.57
-5, -5.33
-5, -0.08
-5, -0.63
-5, -8.71
-5, -0.86
-5, -8.39
-5, -8.36
-5, -5.02
-5, -7.85
-5, -7.59
-5, -2.9
-5, -3.83
-5, -0.83
-5, -8.65
-5, -8.67
-5, -6.13
-5, -5.59
-5, -3.19
-5, -2.87
-5, -5.6
-5, -7.76
-5, -2.44
-5, -5.17
-5, -1.14
-5, -5.71
-5, -0.05
-5, -5.08
-5, -2.01
-5, -1.33
-5, -6.46
-5, -3.11
-5, -8.07
-5, -7.25
-5, -6.2
-5, -4.65
-5, -8.85
-5, -5.02
-5, -8.56
-5, -2.58
-5, -1.3
-5, -5.17
-5, -3.77
-5, -2.8
-5, -8.55
-5, -6.5
-5, -7.13
-5, -6.97
-5, -1.92
-5, -0.98
-5, -2.21
-5, -2.54
-5, -0.97
-5, -6.47
-5, -0.26
-5, -3.8
-5, -7.04
-5, -6.72
-5, -3.65
-5, -3.98
-5, -0.13
-5, -4.97
-5, -7.16
-5, -5.74
-5, -4.56
-5, -5.36
-5, -3.87
-5, -1.53
-5, -0.28
-5, -8.97
-5, -3.76
-5, -0.96
-5, -0.12
-5, -7.97
-5, -1.41
-5, -4.76
-5, -8.79
-5, -2.77
-5, -8.2
-5, -5.93
-5, -5.43
-5, -1.46
-5, -0.81
-5, -6.06
-5, -7.94
-5, -6.69
-5, -8.17
-5, -7.61
-5, -6.44
-5, -5.89
-5, -5.4
-5, -2.67
-5, -3.45
-5, -3.88
-5, -7.93
-5, -3.74
-5, -4.17
-5, -1.6
-5, -5.06
-5, -1.8
-5, -8.98
-5, -3.36
-5, -6.04
-5, -8.07
-5, -6.34
-5, -4.9
-5, -0.14
-5, -2.07
-5, -0.34
-5, -0.92
-5, -1.58
-5, -0.57
-5, -2.91
-5, -2.51
-5, -0.54
-5, -4.22
-5, -5.38
-5, -3.49
-5, -8.89
-5, -6.24
-5, -8.39
-5, -7.09
-5, -4.94
-5, -0.7
-5, -3.21
-5, -0.72
-5, -7.45
-5, -5.42
-5, -5.18
-5, -3.04
-5, -5.28
-5, -6.38
-5, -0.33
-5, -7.03
-5, -4.4
-5, -3.15
-5, -6.52
-5, -1.07
-5, -2.76
-5, -2.05
-5, -0.89
-5, -5.07
-5, -6.3
-5, -8.07
-5, -4.13
-5, -1.95
-5, -5.39
-5, -6.21
-5, -6.2
-5, -3.77
-5, -8.59
-5, -7.22
-5, -5.22
-5, -0.85
-5, -7.86
-5, -2.56
-5, -4.5
-5, -0.44
-5, -0.74
-5, -6.67
-5, -0.43
-5, -4.42
-5, -4.53
-5, -5.25
-5, -3.1
-5, -2.23
-5, -6.92
-5, -6.63
-5, -2.38
-5, -7.67
-5, -3.92
-5, -5.86
-5, -2.99
-5, -4.59
-5, -7.46
-5, -7.25
-5, -2.15
-5, -4.67
-5, -8.71
-5, -3.22
-5, -8.62
-5, -1.09
-5, -1.08
-5, -7.15
-5, -4.87
-5, -4.08
-5, -5.42
-5, -7.56
-5, -7.17
-5, -3.67
-5, -6.84
-5, -5.97
-5, -7.05
-5, -4.36
-5, -3.6
-5, -8.76
-5, -2.3
-5, -6.39
-5, -4.78
-5, -0.89
-5, -6.52
-5, -0.32
-5, -6.56
-5, -3.78
-5, -8.84
-5, -1.65
-5, -2.19
-5, -6.8
-5, -5.75
-5, -0.65
-5, -6.55
