-6.4,-5,-6.4,-6.4,
-6.47,-5,-6.47,-6.47,
-6.85,-5,-6.85,-6.85,
-3.42,-5,-3.4,-3.4,
-1.8,-5,-1.78,-1.78,
-4.46,-5,-4.44,-4.44,
-2.03,-5,-2.01,-2.01,
-9.05,-5,-9.05,-9.05,
-6.62,-5,-6.62,-6.62,
-6.63,-5,-6.63,-6.63,
-3.8,-5,-3.78,-3.78,
-5.68,-5,-5.68,-5.68,
-1.22,-5,-1.2,-1.2,
-5.09,-5,-5.09,-5.09,
-1.2,-5,-1.18,-1.18,
-9.3,-5,-9.3,-9.3,
-1.37,-5,-1.35,-1.35,
-5.46,-5,-5.46,-5.46,
-5.63,-5,-5.63,-5.63,
-8.2,-5,-8.2,-8.2,
-6.16,-5,-6.16,-6.16,
-5.42,-5,-5.42,-5.42,
-7.01,-5,-7.01,-7.01,
-9.04,-5,-9.04,-9.04,
-4.17,-5,-4.15,-4.15,
-8.57,-5,-8.57,-8.57,
-1.25,-5,-1.23,-1.23,
-0.98,-5,-0.96,-0.96,
-8.68,-5,-8.68,-8.68,
-4.87,-5,-4.85,-4.85,
-5.37,-5,-5.37,-5.37,
-8,-5,-8,-8,
-4.83,-5,-4.81,-4.81,
-7.11,-5,-7.11,-7.11,
-8.34,-5,-8.34,-8.34,
-7.43,-5,-7.43,-7.43,
-2.48,-5,-2.46,-2.46,
-2.2,-5,-2.18,-2.18,
-5.67,-5,-5.67,-5.67,
-1.16,-5,-1.14,-1.14,
-3.72,-5,-3.7,-3.7,
-9.06,-5,-9.06,-9.06,
-5.36,-5,-5.36,-5.36,
-7.71,-5,-7.71,-7.71,
-8.21,-5,-8.21,-8.21,
-5,-5,-5,-5,
-8.24,-5,-8.24,-8.24,
-3.34,-5,-3.32,-3.32,
-4.56,-5,-4.54,-4.54,
-2.74,-5,-2.72,-2.72,
-2.21,-5,-2.19,-2.19,
-6.32,-5,-6.32,-6.32,
-5.74,-5,-5.74,-5.74,
-8.01,-5,-8.01,-8.01,
-1.07,-5,-1.05,-1.05,
-3.53,-5,-3.51,-3.51,
-5.43,-5,-5.43,-5.43,
-9.46,-5,-9.46,-9.46,
-4.33,-5,-4.31,-4.31,
-7.64,-5,-7.64,-7.64,
-2.19,-5,-2.17,-2.17,
-3.41,-5,-3.39,-3.39,
-5.06,-5,-5.06,-5.06,
-8.05,-5,-8.05,-8.05,
-3.38,-5,-3.36,-3.36,
-2.19,-5,-2.17,-2.17,
-1.58,-5,-1.56,-1.56,
-9.3,-5,-9.3,-9.3,
-6.1,-5,-6.1,-6.1,
-8.83,-5,-8.83,-8.83,
-7,-5,-7,-7,
-4.11,-5,-4.09,-4.09,
-3.53,-5,-3.51,-3.51,
-4.83,-5,-4.81,-4.81,
-1.52,-5,-1.5,-1.5,
-0.57,-5,-0.55,-0.55,
-9.5,-5,-9.5,-9.5,
