-5,-6.1,-5,-6.1,
-5,-0.51,-4.98,-0.49,
-5,-2.9,-5,-2.88,
-5,-3.21,-5,-3.19,
-5,-5.87,-5,-5.87,
-5,-7.33,-4.98,-7.33,
-5,-9.22,-4.98,-9.22,
-5,-2.9,-4.98,-2.88,
-5,-7.2,-5,-7.2,
-5,-7.51,-4.98,-7.51,
-5,-8.69,-4.98,-8.69,
-5,-7.51,-4.98,-7.51,
-5,-6.26,-4.98,-6.26,
-5,-4.71,-4.98,-4.69,
-5,-4.92,-5,-4.9,
-5,-6.34,-5,-6.34,
-5,-2.86,-4.98,-2.84,
-5,-2.88,-5,-2.86,
-5,-1.44,-5,-1.42,
-5,-2.25,-5,-2.23,
-5,-8.1,-5,-8.1,
-5,-3.2,-4.98,-3.18,
-5,-6.15,-5,-6.15,
-5,-4.44,-4.98,-4.42,
-5,-8.68,-5,-8.68,
-5,-9.27,-4.98,-9.27,
-5,-6.56,-4.98,-6.56,
-5,-9.05,-4.98,-9.05,
-5,-3.75,-4.98,-3.73,
-5,-3.89,-5,-3.87,
-5,-2.9,-5,-2.88,
-5,-8.68,-5,-8.68,
-5,-8.83,-4.98,-8.83,
-5,-6.43,-4.98,-6.43,
-5,-7.9,-4.98,-7.9,
-5,-2.89,-4.98,-2.87,
-5,-8.49,-5,-8.49,
-5,-3.84,-4.98,-3.82,
-5,-7.03,-5,-7.03,
-5,-8.42,-4.98,-8.42,
-5,-0.54,-4.98,-0.52,
-5,-0.89,-5,-0.87,
-5,-7.05,-5,-7.05,
-5,-3.89,-4.98,-3.87,
-5,-4.4,-5,-4.38,
-5,-0.64,-5,-0.62,
-5,-7.8,-5,-7.8,
-5,-7.57,-4.98,-7.57,
-5,-1.85,-4.98,-1.83,
-5,-2.48,-5,-2.46,
-5,-8.3,-5,-8.3,
-5,-5.09,-4.98,-5.09,
-5,-1.49,-4.98,-1.47,
-5,-1.96,-5,-1.94,
-5,-9.03,-5,-9.03,
-5,-6.46,-4.98,-6.46,
-5,-8.16,-4.98,-8.16,
-5,-3.27,-4.98,-3.25,
-5,-5.99,-5,-5.99,
-5,-3.67,-4.98,-3.65,
-5,-2.97,-5,-2.95,
-5,-8.98,-5,-8.98,
-5,-0.8,-4.98,-0.78,
-5,-3.85,-5,-3.83,
-5,-0.96,-5,-0.94,
-5,-7.33,-5,-7.33,
-5,-4.77,-4.98,-4.75,
-5,-5.82,-5,-5.82,
-5,-1.09,-4.98,-1.07,
-5,-1.54,-5,-1.52,
-5,-0.81,-5,-0.79,
-5,-5.67,-5,-5.67,
-5,-5.52,-4.98,-5.52,
-5,-5.91,-4.98,-5.91,
-5,-5.46,-4.98,-5.46,
-5,-3.19,-4.98,-3.17,
-5,-4.24,-5,-4.22,
-5,-7.97,-5,-7.97,
-5,-9.02,-4.98,-9.02,
-5,-1.53,-4.98,-1.51,
-5,-5.62,-5,-5.62,
-5,-5.92,-4.98,-5.92,
-5,-8.58,-4.98,-8.58,
-5,-3.99,-4.98,-3.97,
-5,-3.92,-5,-3.9,
-5,-2.41,-5,-2.39,
-5,-4.31,-5,-4.29,
-5,-5.48,-5,-5.48,
-5,-6.81,-4.98,-6.81,
-5,-0.56,-4.98,-0.54,
-5,-7.54,-5,-7.54,
-5,-8.41,-4.98,-8.41,
-5,-3.65,-4.98,-3.63,
-5,-1.44,-5,-1.42,
-5,-2.99,-5,-2.97,
-5,-0.81,-5,-0.79,
-5,-8.69,-5,-8.69,
-5,-4.47,-4.98,-4.45,
-5,-2.09,-5,-2.07,
-5,-9.13,-5,-9.13,
-5,-8.07,-4.98,-8.07,
-5,-4.19,-4.98,-4.17,
-5,-5.8,-5,-5.8,
-5,-2.87,-4.98,-2.85,
-5,-2.3,-5,-2.28,
-5,-0.74,-5,-0.72,
-5,-3.56,-5,-3.54,
-5,-7.75,-5,-7.75,
-5,-8.99,-4.98,-8.99,
-5,-6.74,-4.98,-6.74,
-5,-4.5,-4.98,-4.48,
-5,-2.97,-5,-2.95,
-5,-8.52,-5,-8.52,
-5,-3.29,-4.98,-3.27,
-5,-5.9,-5,-5.9,
-5,-8.3,-4.98,-8.3,
-5,-2.05,-4.98,-2.03,
-5,-8,-5,-8,
-5,-6.1,-4.98,-6.1,
-5,-6.8,-4.98,-6.8,
-5,-2.65,-4.98,-2.63,
-5,-8.36,-5,-8.36,
-5,-7.18,-4.98,-7.18,
-5,-4.45,-4.98,-4.43,
-5,-1.41,-5,-1.39,
-5,-4.34,-5,-4.32,
-5,-2.81,-5,-2.79,
-5,-6.67,-5,-6.67,
-5,-7.72,-4.98,-7.72,
